prompt_id,context_bucket,trial_index,spec_k,acceptance_rate,tokens_per_sec,tokens_per_sec_ar,actual_speedup_tps_ratio,theoretical_speedup_factor,system_overhead_ratio
mt-006,short,1,3,1.0,40.75071694076455,58.2180707863855,0.6999668039548683,1.0,0.6999668039548683
mt-007,short,0,3,1.0,38.20926792396764,57.675833235240205,0.6624831542203294,1.0,0.6624831542203294
mt-007,short,0,3,1.0,40.39643350566025,59.0861212229269,0.6836873477148373,1.0,0.6836873477148373
mt-007,short,1,3,1.0,38.376913676792334,58.7580974097989,0.6531340422604007,1.0,0.6531340422604007
mt-007,short,1,3,1.0,39.5243492826349,57.55826159258361,0.6866842081229155,1.0,0.6866842081229155
mt-008,short,0,3,1.0,38.259472757612265,59.247050087979574,0.6457616489056996,1.0,0.6457616489056996
mt-008,short,0,3,1.0,40.13059435969755,60.26620742106869,0.6658888301915634,1.0,0.6658888301915634
mt-008,short,1,3,1.0,38.263632332561066,58.003090411905056,0.6596826489905011,1.0,0.6596826489905011
mt-008,short,1,3,1.0,39.47807590294802,59.01607124305653,0.6689377159716096,1.0,0.6689377159716096
mt-009,short,0,3,1.0,37.79378514650625,58.76059605727705,0.643182467204156,1.0,0.643182467204156
mt-009,short,0,3,1.0,39.650495183858744,58.906144467940614,0.6731130604794265,1.0,0.6731130604794265
mt-009,short,1,3,1.0,38.15850280325416,58.65199131282467,0.6505917693353838,1.0,0.6505917693353838
mt-009,short,1,3,1.0,40.748563774069154,58.662330395267425,0.6946291342247212,1.0,0.6946291342247212
mt-010,short,0,3,1.0,38.36251738066392,59.52368518396215,0.6444916382798184,1.0,0.6444916382798184
mt-010,short,0,3,1.0,41.205469778364304,57.213618639852605,0.7202038737969687,1.0,0.7202038737969687
mt-010,short,1,3,1.0,38.14268782593217,58.77580399914786,0.6489522087436723,1.0,0.6489522087436723
mt-010,short,1,3,1.0,40.31396290057672,55.02613360025352,0.732633028397819,1.0,0.732633028397819
mt-011,short,0,3,1.0,38.45284123303392,58.47774053486204,0.6575637307688027,1.0,0.6575637307688027
